scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Craugastor talamancae,2019-12-17 20:10:00 -0600,"Dark eye mask doesn't extend onto the body, light lip stripe, groin with orange tint","Limón Province, Costa Rica",10.0602537726,-83.5417497146,,Almirante Robber Frog,https://www.inaturalist.org/observations/126429932,https://static.inaturalist.org/photos/214455264/medium.jpg,amplex4love,126429932,Craugastor talamancae,Amphibia,65304,1,0,2019/12/17 8:10 PM,2019-12-17,2019-12-18 02:10:00 UTC,America/Costa_Rica,2257,2257,,open,false,,,5504,Paul Maier,2022-07-16 03:02:28 UTC,2022-07-16 20:17:33 UTC,research,CC-BY,NA,NA,false
Craugastor talamancae,2019-12-16 22:46:00 -0600,,"Limón Province, Costa Rica",10.0602537726,-83.5417497146,,Almirante Robber Frog,https://www.inaturalist.org/observations/126429930,https://static.inaturalist.org/photos/214451113/medium.jpg,amplex4love,126429930,Craugastor talamancae,Amphibia,65304,1,0,2019/12/16 10:46 PM,2019-12-16,2019-12-17 04:46:00 UTC,America/Costa_Rica,2257,2257,,open,false,,,5504,Paul Maier,2022-07-16 03:02:27 UTC,2022-07-16 20:17:37 UTC,research,CC-BY,NA,NA,false
Craugastor talamancae,2022-06-27 14:16:51 -0500,,"Bocas Del Toro, , Bocas Del Toro, PA",9.2682583333,-82.5149083333,,Almirante Robber Frog,https://www.inaturalist.org/observations/124950452,https://static.inaturalist.org/photos/211845300/medium.jpg,neotropicalmigrant,124950452,Almirante Robber Frog,Amphibia,65304,1,0,Mon Jun 27 2022 14:16:51 GMT-0400 (EDT),2022-06-27,2022-06-27 19:16:51 UTC,America/Panama,30,30,,open,false,,,4143,William Freedberg,2022-07-05 22:58:09 UTC,2022-07-22 15:30:02 UTC,research,,NA,3,false
Craugastor talamancae,2014-06-20 19:31:00 -0500,,"Donoso, Panamá",9.0222498,-80.4993857,,Almirante Robber Frog,https://www.inaturalist.org/observations/124637587,https://static.inaturalist.org/photos/211274908/medium.jpg,euclides77,124637587,Craugastor talamancae,Amphibia,65304,1,0,2014/06/20 7:31 PM,2014-06-20,2014-06-21 00:31:00 UTC,America/Panama,39309,39309,,open,false,,,2528929,"Euclides ""Kilo"" Campos",2022-07-03 22:27:43 UTC,2022-07-06 04:55:31 UTC,research,,NA,NA,false
Craugastor talamancae,2022-06-13 22:55:24 -0600,,"San Carlos, Alajuela, CR",10.4594666667,-84.6512666667,,Almirante Robber Frog,https://www.inaturalist.org/observations/121699606,https://inaturalist-open-data.s3.amazonaws.com/photos/205971750/medium.jpg,bfuentes,121699606,Craugastor talamancae,Amphibia,65304,1,0,2022-06-13 22:55:24-06:00,2022-06-13,2022-06-14 04:55:24 UTC,America/Costa_Rica,4,4,,open,false,,,5809171,,2022-06-14 06:34:06 UTC,2022-06-16 01:14:31 UTC,research,CC-BY-NC,NA,3,false
Craugastor talamancae,2022-04-21 16:38:00 -0500,,"Punta Laurel, Panama",9.228565046,-82.1316526645,,Almirante Robber Frog,https://www.inaturalist.org/observations/118355773,https://static.inaturalist.org/photos/199940819/medium.jpeg,panrufuus,118355773,Almirante Robber Frog,Amphibia,65304,4,0,2022/04/21 4:38 PM,2022-04-21,2022-04-21 21:38:00 UTC,America/Panama,1847,1847,,open,false,,,1978116,Michael Speidel,2022-05-23 12:30:11 UTC,2022-06-13 14:15:46 UTC,research,,NA,NA,false
Craugastor talamancae,2022-04-22 13:48:00 -0500,,"La Gruta, Bocas del Toro, Panama",9.3874721721,-82.265301614,,Almirante Robber Frog,https://www.inaturalist.org/observations/118355770,https://static.inaturalist.org/photos/199941718/medium.jpeg,panrufuus,118355770,Craugastor talamancae,Amphibia,65304,2,0,2022/04/22 1:48 PM,2022-04-22,2022-04-22 18:48:00 UTC,America/Panama,60,60,,open,false,,,1978116,Michael Speidel,2022-05-23 12:30:11 UTC,2022-05-25 23:28:23 UTC,research,,NA,NA,false
Craugastor talamancae,2022-04-22 13:48:00 -0500,,"La Gruta, Bocas del Toro, Panama",9.3880861434,-82.2660025112,iNaturalist Panama 2022,Almirante Robber Frog,https://www.inaturalist.org/observations/115572015,https://inaturalist-open-data.s3.amazonaws.com/photos/195052413/medium.jpg,hubertszcz,115572015,Almirante Robber Frog,Amphibia,65304,1,0,2022/04/22 1:48 PM,2022-04-22,2022-04-22 18:48:00 UTC,America/Panama,53,53,,open,false,,,1031873,Hubert Szczygieł,2022-05-05 15:17:25 UTC,2024-11-07 08:33:43 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2022-04-22 13:45:00 -0500,,"La Gruta, Bocas del Toro, Panama",9.3857201139,-82.2651219326,,Almirante Robber Frog,https://www.inaturalist.org/observations/113623285,https://static.inaturalist.org/photos/191945730/medium.jpeg,estrolon,113623285,Almirante Robber Frog,Amphibia,65304,2,0,2022/04/22 1:45 PM,2022-04-22,2022-04-22 18:45:00 UTC,America/Panama,979,979,,open,false,,,4541156,Jan Sarapak,2022-04-30 00:34:53 UTC,2022-06-13 15:04:25 UTC,research,,NA,NA,false
Craugastor talamancae,2022-04-14 20:16:43 -0600,,"Calle Shawandha, Talamanca, Limón, CR",9.6363083415,-82.7103583333,,Almirante Robber Frog,https://www.inaturalist.org/observations/111483345,https://inaturalist-open-data.s3.amazonaws.com/photos/188203882/medium.jpg,lakukulalodge,111483345,Almirante Robber Frog,Amphibia,65304,1,0,2022-04-14 20:16:43-06:00,2022-04-14,2022-04-15 02:16:43 UTC,Central America,20,20,,open,false,,,220618,LaKuKuLaLodge,2022-04-15 02:44:16 UTC,2023-05-23 21:49:58 UTC,research,CC-BY-NC,NA,3,false
Craugastor talamancae,2022-02-25 19:53:00 -0500,,"Limón Province, Costa Rica",9.7014115376,-82.8144572597,,Almirante Robber Frog,https://www.inaturalist.org/observations/108438590,https://inaturalist-open-data.s3.amazonaws.com/photos/182572857/medium.jpeg,greatest_auk,108438590,Almirante Robber Frog,Amphibia,65304,2,0,2022/02/25 7:53 PM EST,2022-02-25,2022-02-26 00:53:00 UTC,Eastern Time (US & Canada),192,192,,open,false,,,549805,,2022-03-12 16:27:59 UTC,2022-05-25 02:22:45 UTC,research,CC0,NA,NA,false
Craugastor talamancae,2022-01-13 19:38:39 -0800,,"Talamanca, Limon, CR",9.61762,-82.6629866667,,Almirante Robber Frog,https://www.inaturalist.org/observations/105068427,https://static.inaturalist.org/photos/176201978/medium.jpg,kateremsen,105068427,Almirante Robber Frog,Amphibia,65304,2,0,Thu Jan 13 2022 19:38:39 GMT-0800 (PST),2022-01-13,2022-01-14 03:38:39 UTC,Pacific Time (US & Canada),6,6,,open,false,,,2983878,Kate Remsen,2022-01-17 00:48:37 UTC,2023-05-23 21:49:32 UTC,research,,NA,3,false
Craugastor talamancae,2022-01-07 21:52:40 UTC,,"Pococi, Limon, CR",10.444945,-83.78132,,Almirante Robber Frog,https://www.inaturalist.org/observations/104809286,https://static.inaturalist.org/photos/175704036/medium.jpg,kyle_klotz,104809286,Almirante Robber Frog,Amphibia,65304,1,0,Fri Jan 07 2022 21:52:40 GMT-0600 (CST),2022-01-07,2022-01-07 21:52:40 UTC,UTC,606,606,,open,false,,,421879,Kyle Klotz,2022-01-12 12:51:54 UTC,2024-02-09 19:23:35 UTC,research,,NA,3,false
Craugastor talamancae,2022-01-07 21:53:26 -0500,,"Pococi, Limon, CR",10.4448028806,-83.7878126173,,Almirante Robber Frog,https://www.inaturalist.org/observations/104809237,https://inaturalist-open-data.s3.amazonaws.com/photos/175703972/medium.jpg,mike_mosser,104809237,Almirante Robber Frog,Amphibia,65304,2,1,Fri Jan 07 2022 21:53:26 GMT-0600 (CST),2022-01-07,2022-01-08 02:53:26 UTC,Eastern Time (US & Canada),661,661,,open,false,,,5284621,Mike Mosser,2022-01-12 12:50:14 UTC,2024-04-07 16:33:24 UTC,research,CC-BY-NC,NA,3,false
Craugastor talamancae,2021-12-15 22:27:00 -0700,,"Horquetas 9 km al Sur Heredia, Heredia, Sarapiquí, Costa Rica",10.3305349,-84.0202003,,Almirante Robber Frog,https://www.inaturalist.org/observations/103590818,https://inaturalist-open-data.s3.amazonaws.com/photos/173413077/medium.jpeg,rreams,103590818,Craugastor talamancae,Amphibia,65304,1,0,2021/12/15 10:27 PM MST,2021-12-15,2021-12-16 05:27:00 UTC,Mountain Time (US & Canada),212,212,,open,false,,,2442561,Richard D Reams,2021-12-24 18:00:59 UTC,2022-01-22 03:20:13 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2008-12-18 23:26:00 -0700,,"Coclé Province, Panama",8.6688195359,-80.5893301979,,Almirante Robber Frog,https://www.inaturalist.org/observations/101713562,https://inaturalist-open-data.s3.amazonaws.com/photos/169888363/medium.jpeg,tomkennedy,101713562,Almirante Robber Frog,Amphibia,65304,2,0,2008/12/18 11:26 PM MST,2008-12-18,2008-12-19 06:26:00 UTC,Mountain Time (US & Canada),487,487,,open,false,,,1153393,Tom Kennedy,2021-11-22 18:09:26 UTC,2025-05-15 23:47:07 UTC,research,CC-BY,NA,NA,false
Craugastor talamancae,2021-10-09 20:33:00 -0400,C. talamancae?,"El Empalme, Panama",9.3906951817,-82.5646199381,,Almirante Robber Frog,https://www.inaturalist.org/observations/98729332,https://inaturalist-open-data.s3.amazonaws.com/photos/164438854/medium.jpg,josh_vandermeulen,98729332,Almirante Robber Frog,Amphibia,65304,2,0,2021/10/09 8:33 PM EDT,2021-10-09,2021-10-10 00:33:00 UTC,Eastern Time (US & Canada),79,79,,open,false,,,785045,Josh Vandermeulen,2021-10-19 19:48:19 UTC,2022-05-23 13:27:19 UTC,research,CC-BY-NC-ND,NA,NA,false
Craugastor talamancae,2021-08-05 10:46:00 -0400,,"2KM Antes de Manzanillo, Limón, Manzanillo, Costa Rica",9.6321651,-82.6727735,,Almirante Robber Frog,https://www.inaturalist.org/observations/92729222,https://inaturalist-open-data.s3.amazonaws.com/photos/153581088/medium.jpg,ccarille,92729222,Almirante Robber Frog,Amphibia,65304,1,0,2021/08/05 10:46 AM EDT,2021-08-05,2021-08-05 14:46:00 UTC,Eastern Time (US & Canada),385,385,,open,false,,,4913614,Chris,2021-08-28 00:40:16 UTC,2022-05-25 02:21:54 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2021-06-26 21:50:14 -0500,,"Vía Charagre, Bocas Del Toro, PA",9.3903366667,-82.5645833333,,Almirante Robber Frog,https://www.inaturalist.org/observations/84793995,https://inaturalist-open-data.s3.amazonaws.com/photos/139481738/medium.jpg,darien,84793995,Craugastor talamancae,Amphibia,65304,2,0,Sat Jun 26 2021 21:50:14 GMT-0500 (EST),2021-06-26,2021-06-27 02:50:14 UTC,Bogota,66,66,,open,false,,,126486,,2021-06-28 01:13:23 UTC,2021-06-28 17:12:55 UTC,research,CC-BY-NC,NA,3,false
Craugastor talamancae,2021-05-02 10:48:08 -0400,"Sendero el susurro, isla popa","Bocas del Toro, PA-BC, PA",9.1640434926,-82.145014694,,Almirante Robber Frog,https://www.inaturalist.org/observations/77295407,https://inaturalist-open-data.s3.amazonaws.com/photos/126402228/medium.jpg,nataliadecastro,77295407,Craugastor talamancae,Amphibia,65304,2,0,Sun May 02 2021 10:48:08 GMT-0500 (EST),2021-05-02,2021-05-02 14:48:08 UTC,Eastern Time (US & Canada),5,5,,open,false,,,2731930,,2021-05-04 16:29:03 UTC,2021-05-06 02:40:00 UTC,research,CC-BY-NC-ND,NA,3,false
Craugastor talamancae,2017-03-01 00:00:00 +0000,,"Heredia Province, Sarapiqui, Costa Rica",10.4304963812,-84.0087734428,,Almirante Robber Frog,https://www.inaturalist.org/observations/76094304,https://inaturalist-open-data.s3.amazonaws.com/photos/124498631/medium.jpg,myrmecophil,76094304,Almirante Robber Frog,Amphibia,65304,2,0,2017-03-01,2017-03-01,,UTC,788,788,,open,false,,,1991113,Philipp Hoenle,2021-05-01 10:54:25 UTC,2025-06-22 14:33:22 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2010-07-07 04:47:00 -0700,,Burbayar Lodge,9.3147222,-78.9908333,,Almirante Robber Frog,https://www.inaturalist.org/observations/72948036,https://static.inaturalist.org/photos/119022834/medium.jpg,billhubick,72948036,Almirante Robber Frog,Amphibia,65304,2,0,2010/07/07 4:47 AM PDT,2010-07-07,2010-07-07 11:47:00 UTC,Pacific Time (US & Canada),NA,NA,,open,false,,,541847,Bill Hubick,2021-04-04 22:41:37 UTC,2023-12-23 19:42:42 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2020-12-14 22:17:08 -0500,,"Isla Colon, Bocas Del Toro, PA",9.369545,-82.24136333,,Almirante Robber Frog,https://www.inaturalist.org/observations/66621873,https://inaturalist-open-data.s3.amazonaws.com/photos/107440213/medium.jpg,stacebird,66621873,Almirante Robber Frog,Amphibia,65304,3,0,Mon Dec 14 2020 22:17:08 GMT-0500 (EST),2020-12-14,2020-12-15 03:17:08 UTC,Eastern Time (US & Canada),5,5,,open,false,,,65136,,2020-12-15 18:49:36 UTC,2022-10-26 22:58:33 UTC,research,CC-BY-NC,NA,3,false
Craugastor talamancae,2008-01-15 08:58:00 -0600,Kekoldi Indigenous Preseve,"Limón Province, Costa Rica",9.6388887888,-82.7966884042,,Almirante Robber Frog,https://www.inaturalist.org/observations/56446532,https://inaturalist-open-data.s3.amazonaws.com/photos/89951721/medium.jpg,dianaterryhibbitts,56446532,Almirante Robber Frog,Amphibia,65304,2,0,2008/01/15 8:58 AM CST,2008-01-15,2008-01-15 14:58:00 UTC,Central Time (US & Canada),520,520,,open,false,,,9560,Diana-Terry Hibbitts,2020-08-14 19:53:52 UTC,2022-05-25 02:23:20 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2020-07-03 18:06:33 +1000,,Panama,9.5619591074,-82.32030983,,Almirante Robber Frog,https://www.inaturalist.org/observations/51809493,https://static.inaturalist.org/photos/82336210/medium.jpg,strikedistance,51809493,Craugastor talamancae,Amphibia,65304,1,0,Fri Jul 03 2020 18:06:33 GMT+1000 (GMT+10),2020-07-03,2020-07-03 08:06:33 UTC,Brisbane,358,31236,obscured,open,true,,,1108666,Bruce Edley,2020-07-03 16:46:38 UTC,2020-07-04 18:34:03 UTC,research,,NA,3,false
Craugastor talamancae,2018-09-12 16:49:00 +0200,,"Limón, Costa Rica",9.6171105142,-82.6344355197,,Almirante Robber Frog,https://www.inaturalist.org/observations/48290437,https://static.inaturalist.org/photos/76610762/medium.jpeg,sarafc,48290437,Almirante Robber Frog,Amphibia,65304,2,0,2018/09/12 4:49 PM CEST,2018-09-12,2018-09-12 14:49:00 UTC,Paris,2032,2032,,open,false,,,2785527,,2020-06-03 00:27:56 UTC,2023-08-30 15:46:29 UTC,research,,NA,NA,false
Craugastor talamancae,2019-12-16 19:26:00 -0800,"White lip, dark eye stripe, orange groin.","Limón Province, Costa Rica",9.6447913216,-82.8038731374,,Almirante Robber Frog,https://www.inaturalist.org/observations/47178002,https://static.inaturalist.org/photos/74819168/medium.jpg,amplex4love,47178002,Almirante Robber Frog,Amphibia,65304,1,0,2019/12/16 7:26 PM PST,2019-12-16,2019-12-17 03:26:00 UTC,Pacific Time (US & Canada),3842,3842,,open,false,,,5504,Paul Maier,2020-05-24 20:59:46 UTC,2023-05-23 21:50:31 UTC,research,CC-BY,NA,NA,false
Craugastor talamancae,2019-12-16 22:10:00 -0800,,"Limón Province, Costa Rica",9.642061827,-82.829290981,,Almirante Robber Frog,https://www.inaturalist.org/observations/46544891,https://static.inaturalist.org/photos/73818872/medium.jpg,amplex4love,46544891,Almirante Robber Frog,Amphibia,65304,1,0,2019/12/16 10:10 PM PST,2019-12-16,2019-12-17 06:10:00 UTC,Pacific Time (US & Canada),9550,9550,,open,false,,,5504,Paul Maier,2020-05-19 23:35:34 UTC,2022-05-23 17:43:18 UTC,research,CC-BY,NA,NA,false
Craugastor talamancae,2019-12-16 17:49:00 -0800,,"Limón Province, Costa Rica",9.642061827,-82.829290981,,Almirante Robber Frog,https://www.inaturalist.org/observations/46544887,https://static.inaturalist.org/photos/73818759/medium.jpg,amplex4love,46544887,Craugastor talamancae,Amphibia,65304,1,0,2019/12/16 5:49 PM PST,2019-12-16,2019-12-17 01:49:00 UTC,Pacific Time (US & Canada),9550,9550,,open,false,,,5504,Paul Maier,2020-05-19 23:35:32 UTC,2023-10-15 21:10:10 UTC,research,CC-BY,NA,NA,false
Craugastor talamancae,2020-04-26 23:17:00 -0400,,"El Silencio, Panama",9.3856445,-82.5321119,,Almirante Robber Frog,https://www.inaturalist.org/observations/44842538,https://static.inaturalist.org/photos/71089715/medium.jpeg,ignacio_quintero_adoptabosque,44842538,Craugastor talamancae,Amphibia,65304,2,0,2020/04/26 11:17 PM -0500,2020-04-26,2020-04-27 03:17:00 UTC,America/New_York,1453,1453,,open,false,,,2859834,ADOPTA Bosque Panama,2020-05-04 04:17:59 UTC,2020-05-06 01:42:18 UTC,research,,NA,NA,false
Craugastor talamancae,2020-02-02 18:12:00 -0600,,"Talamanca, Limón, Costa Rica",9.6362111111,-82.710275,,Almirante Robber Frog,https://www.inaturalist.org/observations/38309501,https://inaturalist-open-data.s3.amazonaws.com/photos/60867887/medium.jpg,lakukulalodge,38309501,Almirante Robber Frog,Amphibia,65304,1,0,2020/02/02 6:12 PM CST,2020-02-02,2020-02-03 00:12:00 UTC,Central America,48,48,,open,false,,,220618,LaKuKuLaLodge,2020-02-04 22:56:43 UTC,2023-10-15 21:11:19 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2019-12-12 22:32:00 -0800,,"Guna Yala, Panama",9.321,-79.144,,Almirante Robber Frog,https://www.inaturalist.org/observations/36608584,https://inaturalist-open-data.s3.amazonaws.com/photos/57890302/medium.jpg,marina_d,36608584,Craugastor talamancae,Amphibia,65304,2,0,2019/12/12 10:32 PM PST,2019-12-12,2019-12-13 06:32:00 UTC,Pacific Time (US & Canada),20,20,,open,false,,,773759,Marina,2019-12-13 05:13:13 UTC,2024-08-29 16:55:07 UTC,research,CC0,NA,NA,false
Craugastor talamancae,2018-03-14 19:59:00 -0400,,"Colón District, Panama",9.3510188156,-79.7098493361,,Almirante Robber Frog,https://www.inaturalist.org/observations/35888596,https://inaturalist-open-data.s3.amazonaws.com/photos/56650159/medium.jpeg,gecko_eb,35888596,Almirante Robber Frog,Amphibia,65304,1,0,2018/03/14 7:59 PM EDT,2018-03-14,2018-03-14 23:59:00 UTC,Eastern Time (US & Canada),61,61,,open,false,,,2451315,,2019-11-20 17:17:56 UTC,2020-05-06 16:38:38 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2019-07-15 13:30:00 -0700,,"Punta Laurel, Panama",9.1870512247,-82.1388345821,,Almirante Robber Frog,https://www.inaturalist.org/observations/34706650,https://inaturalist-open-data.s3.amazonaws.com/photos/54654558/medium.png,stacebird,34706650,Craugastor talamancae,Amphibia,65304,4,1,2019/07/15 1:30 PM PDT,2019-07-15,2019-07-15 20:30:00 UTC,Pacific Time (US & Canada),6948,6948,,open,false,,,65136,,2019-10-21 20:36:33 UTC,2022-01-19 19:36:55 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2014-09-03 02:27:00 -1000,,"Provincia di Limón, Cantone di Pococí, Costa Rica",10.3641863202,-83.4022574596,,Almirante Robber Frog,https://www.inaturalist.org/observations/32476242,https://static.inaturalist.org/photos/50939839/medium.jpeg,mc1991,32476242,Almirante Robber Frog,Amphibia,65304,2,0,2014/09/03 2:27 AM HST,2014-09-03,2014-09-03 12:27:00 UTC,Hawaii,15,15,,open,false,,,63043,Michele Chiacchio,2019-09-10 16:51:15 UTC,2019-09-27 01:10:13 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2014-06-06 15:52:00 -1000,,"Provincia di Limón, Cantone di Pococí, Costa Rica",10.3648900951,-83.4007788167,,Almirante Robber Frog,https://www.inaturalist.org/observations/31549069,https://static.inaturalist.org/photos/49385776/medium.jpeg,mc1991,31549069,Almirante Robber Frog,Amphibia,65304,1,0,2014/06/06 3:52 PM HST,2014-06-06,2014-06-07 01:52:00 UTC,Hawaii,15,15,,open,false,,,63043,Michele Chiacchio,2019-08-26 14:45:11 UTC,2020-07-20 06:43:15 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2019-02-21 17:42:19 -0500,,"Unnamed Road, La Gloria, Panamá",9.3536421547,-82.4931490794,,Almirante Robber Frog,https://www.inaturalist.org/observations/24797025,https://static.inaturalist.org/photos/38350177/medium.jpeg,erickabarram,24797025,Craugastor talamancae,Amphibia,65304,1,0,2019-02-21 5:42:19 p. m. EST,2019-02-21,2019-02-21 22:42:19 UTC,Eastern Time (US & Canada),44615,44615,,open,false,gps,gps,1731875,Erick Barría,2019-05-08 19:02:41 UTC,2023-01-17 14:27:56 UTC,research,,NA,2,false
Craugastor talamancae,2019-02-28 10:58:18 -0600,,,9.4481701225,-82.7373218739,,Almirante Robber Frog,https://www.inaturalist.org/observations/20840093,https://inaturalist-open-data.s3.amazonaws.com/photos/32148392/medium.jpg,beeworldly,20840093,Craugastor talamancae,Amphibia,65304,2,0,Thu Feb 28 2019 10:58:18 GMT-0600 (CST),2019-02-28,2019-02-28 16:58:18 UTC,Central Time (US & Canada),32,31236,obscured,open,true,,,1198147,Tori Miller,2019-03-01 00:10:45 UTC,2023-07-07 06:44:04 UTC,research,CC-BY-NC,NA,3,false
Craugastor talamancae,2019-01-28 09:50:00 +0500,,Panamá,8.9292067889,-78.5670545697,,Almirante Robber Frog,https://www.inaturalist.org/observations/19971693,https://inaturalist-open-data.s3.amazonaws.com/photos/30819849/medium.jpeg,saulguillen19,19971693,Almirante Robber Frog,Amphibia,65304,1,0,2019-01-28 9:50:00 p. m. GMT-05:00,2019-01-28,2019-01-28 04:50:00 UTC,Ekaterinburg,175,175,,open,false,gps,gps,1421488,Saúl González,2019-01-30 17:57:23 UTC,2021-05-11 18:39:49 UTC,research,CC-BY-NC,NA,2,false
Craugastor talamancae,2018-12-10 12:57:49 -0500,,"La Gruta, Isla Colon, Prov. Bocas del Toro, Panama",9.3926206176,-82.281791009,,Almirante Robber Frog,https://www.inaturalist.org/observations/19006163,https://inaturalist-open-data.s3.amazonaws.com/photos/29145690/medium.jpeg,tusee,19006163,Craugastor talamancae,Amphibia,65304,2,0,2018-12-10 12:57:49 nachm. GMT-05:00,2018-12-10,2018-12-10 17:57:49 UTC,Eastern Time (US & Canada),175,175,,open,false,gps,gps,740345,Thorsten Usée,2018-12-14 02:26:29 UTC,2025-05-31 01:01:36 UTC,research,CC-BY-NC,NA,2,false
Craugastor talamancae,2018-12-08 11:15:36 -0500,,"Marino Isla Bastimentos National Park, , Bocas Del Toro, PA",9.2523866667,-82.1456083333,,Almirante Robber Frog,https://www.inaturalist.org/observations/18899413,https://inaturalist-open-data.s3.amazonaws.com/photos/28963859/medium.jpg,stacebird,18899413,Almirante Robber Frog,Amphibia,65304,4,1,Sat Dec 08 2018 11:15:36 GMT-0500 (EST),2018-12-08,2018-12-08 16:15:36 UTC,Eastern Time (US & Canada),5,5,,open,false,,,65136,,2018-12-08 18:13:10 UTC,2022-05-23 13:25:49 UTC,research,CC-BY-NC,NA,3,false
Craugastor talamancae,2011-06-08 17:54:00 -0700,Photo by Jenny Gubler,"Limón Province, Costa Rica",9.6182365295,-82.6576823694,,Almirante Robber Frog,https://www.inaturalist.org/observations/17949569,https://inaturalist-open-data.s3.amazonaws.com/photos/27428272/medium.jpg,johngsalamander,17949569,Almirante Robber Frog,Amphibia,65304,0,0,2011/06/08 5:54 PM -0700,2011-06-08,2011-06-09 00:54:00 UTC,Arizona,1995,1995,,open,false,,,15796,John G. Phillips,2018-10-30 00:58:01 UTC,2025-05-31 01:01:30 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2003-07-15 00:00:00 -0700,Out in forest during day,"Cerro Brujo, Panama",9.1998891315,-82.2067028614,,Almirante Robber Frog,https://www.inaturalist.org/observations/15679677,https://inaturalist-open-data.s3.amazonaws.com/photos/23398495/medium.jpeg,twake63,15679677,Almirante Robber Frog,Amphibia,65304,2,0,2003/07/15 12:00 AM -0700,2003-07-15,2003-07-15 07:00:00 UTC,Arizona,3,3,,open,false,,,67561,Tom,2018-08-19 08:06:57 UTC,2020-05-06 16:38:59 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2018-08-01 10:51:43 -0400,,"Cristóbal Island, , Bocas Del Toro, PA",9.2411466667,-82.2588883333,,Almirante Robber Frog,https://www.inaturalist.org/observations/15020872,https://static.inaturalist.org/photos/22442751/medium.jpg,bwilcox,15020872,Almirante Robber Frog,Amphibia,65304,2,0,Wed Aug 01 2018 10:51:43 GMT-0500 (EST),2018-08-01,2018-08-01 14:51:43 UTC,Eastern Time (US & Canada),5,5,,open,false,,,766234,,2018-08-01 17:24:18 UTC,2022-05-23 13:26:37 UTC,research,,NA,3,false
Craugastor talamancae,2018-03-18 10:57:00 -0500,,"Bastimento, Panama",9.25527,-82.145419,,Almirante Robber Frog,https://www.inaturalist.org/observations/10739665,https://inaturalist-open-data.s3.amazonaws.com/photos/15009577/medium.jpeg,eumomota76,10739665,Almirante Robber Frog,Amphibia,65304,2,0,2018/03/18 10:57 AM CDT,2018-03-18,2018-03-18 15:57:00 UTC,Central Time (US & Canada),210,210,,open,false,,,667052,Jesse Fagan,2018-04-09 23:01:59 UTC,2023-08-07 17:18:47 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2015-10-30 00:00:00 -1000,on the floor lowland forest Isl Cristobal Bocas,Panama,9.235509,-82.262707,,Almirante Robber Frog,http://www.inaturalist.org/observations/2377176,https://inaturalist-open-data.s3.amazonaws.com/photos/2647993/medium.jpg,nielspouldreyer,2377176,Almirante Robber Frog,Amphibia,65304,3,1,2015-10-30,2015-10-30,,Hawaii,1048,1048,,open,false,,,1244500,Niels Poul Dreyer,2015-11-13 16:22:36 UTC,2025-01-21 05:28:20 UTC,research,CC-BY-NC,NA,NA,false
Craugastor talamancae,2012-12-20 00:00:00 -0600,,"North Boundary Trail, Tortuguero National Park",10.366088,-83.400564,,Almirante Robber Frog,http://www.inaturalist.org/observations/790736,https://static.inaturalist.org/photos/994464/medium.JPG,dave_k_h,790736,Almirante Robber Frog,Amphibia,65304,1,0,2012-12-20,2012-12-20,,Central America,67211,67211,,open,false,,,8353,,2014-07-18 22:43:41 UTC,2022-12-15 18:49:31 UTC,research,CC-BY,NA,NA,false
Craugastor talamancae,2008-01-10 00:00:00 -0600,,Kekoldi Indeginous reserve,9.637858,-82.778678,,Almirante Robber Frog,http://www.inaturalist.org/observations/301958,https://static.inaturalist.org/photos/374490/medium.jpg,toby,301958,Almirante Robber Frog,Amphibia,65304,1,0,2008-01-10,2008-01-10,,Central Time (US & Canada),120,120,,open,false,,manual,2098,Toby Hibbitts,2013-06-17 04:13:32 UTC,2022-12-15 18:46:25 UTC,research,,NA,NA,false
